name[selection][flat][experiment][camera]	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0	13.5	14.0	14.5	15.0	15.5
AT1G02560	0.0	0.035533638	0.029776813	0.040194409	0.04231971	0.029959934	0.053091842	0.069151811	0.077796831	0.111762289	0.104764543	0.11898044	0.118776863	0.109003601	0.131895976	0.123266692	0.132168481	0.122107455	0.12827951	0.127750289	0.123173607	0.134789515	0.121716122	0.094536206	0.108021166	0.106320683	0.102983568	0.129256857	0.125310029	0.163784603	0.184805697	0.862624077
AT1G03160	0.0	0.0	0.0	0.0	0.0	0.0	0.004067482	0.068872675	0.119809128	0.176335683	0.222944001	0.244171375	0.264537118	0.274355461	0.290331165	0.292447948	0.293753633	0.29536764	0.26296796	0.274037542	0.258332069	0.227875619	0.217274732	0.208884859	0.180042856	0.15648782	0.121501389	0.128506762	0.145728626	0.18481286	0.299709442	0.250834027
AT1G03600	0.0	0.0	0.0	0.0	0.0	0.0	0.049683351	0.116068846	0.233192916	0.332396773	0.43159693	0.52307995	0.632405713	0.733968334	0.81604797	0.893309104	0.939302516	0.990566683	1.037296123	1.089389552	1.111794119	1.16287706	1.16956788	1.206217624	1.231938768	1.230952543	1.250136049	1.262794631	1.332008765	1.436862106	1.803434199	1.940574135
AT1G03850	0.180378149	0.152486527	0.071768471	0.046373406	0.057348398	0.035898278	0.028519161	0.030584825	0.035891954	0.02408547	0.030243131	0.027597922	0.032710694	0.014523195	0.046070197	0.058035966	0.055061132	0.071561099	0.048793874	0.056775998	0.086154881	0.076061546	0.091369617	0.085062407	0.097501682	0.102061536	0.104840473	0.126725432	0.168606332	0.194905812	0.332578518	0.447748214
AT1G05385	0.0	0.0	0.0	0.0	0.0	0.0	0.023424321	0.033199288	0.041966527	0.056595687	0.061710496	0.062889887	0.072006642	0.064787504	0.075882682	0.073266262	0.094751084	0.081608204	0.118606257	0.100127223	0.085030318	0.105636934	0.089097073	0.088235053	0.090525029	0.090438942	0.085638467	0.13160269	0.161851604	0.173311277	0.214817654	0.478548048
AT1G06690	0.224766095	0.026398646	0.007368089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001018137	0.001375331	0.007910177	7.21802E-4	0.015451718	0.165840976
AT1G07510	0.307904019	0.074958474	0.023221899	0.007952581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AT1G10170	0.106864651	0.084103183	0.079795725	0.053186155	0.040779038	0.014409674	0.00572498	0.004729259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007491379	0.002757822	0.018387728	0.022988589	0.034727249	0.03542214	0.024148529	0.044895076	0.03882755	0.059693412	0.047875343	0.092005792	0.099921802	0.148148958	0.305127599
AT1G12250	0.0	0.003883151	0.0	0.01226104	0.045294496	0.024695321	0.033608596	0.028447645	0.043923772	0.055080094	0.052729342	0.074282427	0.062881288	0.07488838	0.06972001	0.082699976	0.093423062	0.087986044	0.096482855	0.091925278	0.111522151	0.107714719	0.118644864	0.120098845	0.121527728	0.116329499	0.11140369	0.094944814	0.105347411	0.112226516	0.153202756	0.222502446
